timestep,time_bp,z_node_0,T_node_0,z_node_1,T_node_1,z_node_2,T_node_2,z_node_3,T_node_3,z_node_4,T_node_4,z_node_5,T_node_5,z_node_6,T_node_6,z_node_7,T_node_7,z_node_8,T_node_8,z_node_9,T_node_9,z_node_10,T_node_10,z_node_11,T_node_11,z_node_12,T_node_12,z_node_13,T_node_13,z_node_14,T_node_14,z_node_15,T_node_15,z_node_16,T_node_16,z_node_17,T_node_17,z_node_18,T_node_18,z_node_19,T_node_19,z_node_20,T_node_20,z_node_21,T_node_21,z_node_22,T_node_22,z_node_23,T_node_23,z_node_24,T_node_24,z_node_25,T_node_25,z_node_26,T_node_26,z_node_27,T_node_27,z_node_28,T_node_28,z_node_29,T_node_29,z_node_30,T_node_30,z_node_31,T_node_31,z_node_32,T_node_32,z_node_33,T_node_33,z_node_34,T_node_34,z_node_35,T_node_35,z_node_36,T_node_36,z_node_37,T_node_37,z_node_38,T_node_38,z_node_39,T_node_39,z_node_40,T_node_40,z_node_41,T_node_41,z_node_42,T_node_42,z_node_43,T_node_43,z_node_44,T_node_44,z_node_45,T_node_45,z_node_46,T_node_46,z_node_47,T_node_47,z_node_48,T_node_48
10,27429999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.971999999999985,8.386496135526956,15.317784189550935,16.772992271053912,15.663579148049664,93.9806498859959,18.733128858336272,171.1883075009379,21.806553886103828,244.09269303382592,24.539402681486877,316.9970785667139,27.27459087330488
11,27379999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.951999999999938,16.772992271053912,15.641019393065436,33.545984542107824,16.33007966631883,110.21966081536655,19.358017007949492,186.8933370886253,22.389669129447462,259.3885055042596,25.091508463821473,331.88367391989397,27.795592160509965
12,27329999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.932000000000015,25.15948840658087,15.961738172376638,50.31897681316174,16.99156346052703,126.45867174473722,19.978441780944422,202.5983666763127,22.968879476015516,274.6843179746934,25.64006512678828,346.770269273074,28.313402672607452
13,27279999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.912000000000019,33.545984542107824,16.279972185863834,67.09196908421565,17.64809072892818,142.69768267410785,20.594451621658884,218.30339626400007,23.544221572764048,289.9801304451271,26.185102808222226,361.65686462625405,28.828046168250957
14,27229999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.892000000000037,41.93248067763478,16.595752637117656,83.86496135526956,18.299720855938777,158.93669360347852,21.206095216817776,234.0084258516875,24.11573326031734,305.2759429155608,26.726653397608246,376.5434599794341,29.339548519106376
15,27179999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.87199999999993,50.31897681316174,16.90911020136423,100.63795362632348,18.946512261944942,175.17570453284918,21.81342057324146,249.71345543937488,24.68345198774909,320.5717553859945,27.264748529078553,391.43005533261413,29.847935478817227
16,27129999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.851999999999933,58.70547294868869,17.220075036838963,117.41094589737737,19.588522423038775,191.41471546221982,22.416475026259036,265.4184850270623,25.247414809831497,335.8675678564282,27.79941957373621,406.3166506857941,30.3532326708818
17,27079999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.83199999999999,67.09196908421565,17.528676796292874,134.1839381684313,20.225807891127392,207.65372639159045,23.01530525089392,281.12351461474964,25.80765838914541,351.1633803268619,28.330697638061892,421.20324603897416,30.85546558331718
18,27029999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.812000000000017,75.4784652197426,17.834944638175358,150.9569304394852,20.85842431349834,223.89273732096115,23.609957272861397,296.82854420243706,26.364218998362944,366.4591927972956,28.8586135626218,436.0898413921542,31.354659563752236
19,26979999.999999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.791999999999986,6.65484959643695,15.066348071897858,13.3096991928739,15.340702744824966,90.04424231015128,18.393622272529065,166.77878542742866,21.45033917683738,239.2842991245183,24.170596776063743,311.78981282160794,26.89315340952152,381.0812785196361,29.363057624376804,450.37274421766426,31.834352564330526
20,26929999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.772000000000084,14.973411591983137,15.387047817723552,29.946823183966274,16.00212733501473,106.15483963928037,19.014058471278037,182.36285609459446,22.029629939000063,254.46399864662206,24.719299147554693,326.56514119864966,27.411172701787784,395.53493255495323,29.857344217653313,464.50472391125675,32.304845141651924
21,26879999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.751999999999937,23.291973587529327,15.705288869861885,46.583947175058654,16.658650354039857,122.26543696840947,19.63011981439307,197.9469267617603,22.60507847503928,269.64369816872585,25.26449750744939,341.3404695756914,27.926030675209873,409.9885865902703,30.348700905550555,478.63670360484923,32.7726428358105
22,26829999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.732000000000077,31.610535583075514,16.021102631625418,63.22107116615103,17.31033158678811,138.37603429753855,20.24186734706009,213.5309974289261,23.17674609384184,284.8233976908296,25.806255723930505,356.1157979527331,28.43779191467134,424.4422406255874,30.837192931959404,492.7686832984417,33.23780948973565
23,26779999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.711999999999948,39.9290975786217,16.334519032207368,79.8581951572434,17.957227961275674,154.48663162666767,20.84934785183286,229.11506809609193,23.74466927445777,300.00309721293337,26.344604657370052,370.8911263297748,28.946481567636603,438.8958946609045,31.322842080679465,506.9006629920342,33.70036345825159
24,26729999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.691999999999986,48.24765957416789,16.64556746107377,96.49531914833578,18.59939541454455,170.59722895579677,21.452607195601832,244.69913876325774,24.30888367593961,315.1827967350372,26.87957434137751,385.6664547068166,29.452123979142964,453.34954869622163,31.805669334083742,521.0326426856267,34.16032232898621
25,26679999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.671999999999805,56.566221569714074,16.954276816767827,113.13244313942815,19.236888987380254,186.70782628492583,22.05169060773736,260.28320943042354,24.86942458303093,330.36249625714095,27.411194559153504,400.4417830838583,29.95474336980775,467.8032027315387,32.28569561493322,535.1646223792192,34.61770369597711
26,26629999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.652000000000232,64.88478356526026,17.26067551898491,129.76956713052053,19.86976284572164,202.81842361405495,22.646642696638448,275.8672800975894,25.426326917380084,345.5421957792447,27.939494853686654,415.2171114609,30.454363844412935,482.25685676685583,32.762941794570516,549.2966020728117,35.072525166861475
27,26579999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.63199999999995,73.20334556080645,17.564791519200302,146.4066911216129,20.498070299283334,218.92902094318407,23.23750746021968,291.4513507647552,25.979625239746,360.72189530134847,28.464504526572185,429.99243983794173,30.951009387286778,496.71051080217296,33.237428686750114,563.4285817664041,35.524804355133554
28,26529999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.611999999999886,4.947653522345896,14.816016061355924,9.895307044691792,15.020035668640173,86.1149060156246,18.05580124622168,162.3345049865574,21.095284723925047,234.40669431985776,23.802760375321615,306.4788836531581,26.51249927673731,375.39680901629987,28.9725152950513,444.31473437944163,31.43390878853623,510.7480972730035,33.70040146942533,577.1814601665654,35.9676968650127
29,26479999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.591999999999876,13.193742726255723,15.13412000796079,26.387485452511445,15.676263922201471,102.08846544329069,18.67174817058131,177.78944543406993,21.670794146822523,249.46241839489454,24.348161957353735,321.13539135571915,27.02769188876835,389.73519885981636,29.46431411907282,458.3350063639136,31.902242581434056,524.5083053675097,34.15002053254127,590.6816043711058,36.398548511074246
30,26429999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.572000000000248,21.43983193016555,15.449815055956531,42.8796638603311,16.327689835418926,118.0620248709568,19.28331161732866,193.2443858815825,22.24234811731637,264.5181424699313,24.88986319047707,335.79189905828014,27.539451988846686,404.0735887033328,29.9528554121739,472.3552783483855,32.36750810816278,538.2685134620159,34.596707837902606,604.1817485756462,36.82661891693647
31,26379999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.55199999999976,29.685921134075375,15.763135474608124,59.37184226815075,16.97437902411267,134.0355842986229,19.890648491993723,208.69932632909504,22.810190645995196,279.5738665449681,25.428182137790856,350.4484067608411,28.04816199358729,418.41197854684935,30.438571006315136,486.37555033285753,32.83017441398563,552.028721556522,35.04095561412472,617.6818927801866,37.25241101447981
32,26329999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.532000000000158,37.932010337985204,16.074110812922147,75.86402067597041,17.616387748477287,150.009143726289,20.49380998642219,224.1542667766076,23.374367473261405,294.6295906200049,25.963162766371727,365.1049144634021,28.55386354337152,432.7503683903658,30.92150169669862,500.3958223173295,33.29028083437545,565.7889296510282,35.4828022890171,631.1820369847269,37.6759617245757
33,26279999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.512000000000036,46.17809954189504,16.38276941087663,92.35619908379007,18.253769935231144,165.98270315395513,21.092840532591413,239.60920722412015,23.9349133909883,309.6853146950416,26.49483460773241,379.7614221659631,29.05658082338137,447.08875823388223,31.401668533256185,514.4160943018014,33.74784522345133,579.5491377455344,35.922263726028724,644.6821811892673,38.09728487349696
34,26229999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.49199999999998,54.424188745804855,16.689139074924984,108.84837749160971,18.886578525868092,181.95626258162122,21.68778358464525,255.06414767163272,24.49186223817553,324.7410387700784,27.02322617514534,394.4179298685241,29.556336961349135,461.4271480773987,31.87909145059112,528.4363662862734,34.20288429145916,593.3093458400406,36.35935462240123,658.1823253938077,38.5163931277499
35,26179999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.472000000000124,62.67027794971469,16.993247149664256,125.34055589942938,19.514865617319252,197.92982200928734,22.278681982846646,270.5190881191453,25.04524747524108,339.7967628451152,27.54836571149998,409.0744375710851,30.053154925643543,475.7655379209152,32.35379027947356,542.4566382707453,34.655414702520396,607.0695539345468,36.79408966071276,671.6824695983481,38.933299172459094
36,26129999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.451999999999844,70.9163671536245,17.29512053297285,141.832734307249,20.138682489722342,213.9033814369534,22.865577986551365,285.9740285666578,25.595102221276367,354.85248692015193,28.070281233167954,423.73094527364606,30.54705757437652,490.1039277644317,32.82578480084491,556.4769102552174,35.10545313200094,620.829762029053,37.22648356854254,685.1826138028885,39.34801577182201
37,26079999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.432000000000132,3.267508624801233,14.56680200259574,6.535017249602466,14.701605503840469,82.19494424221426,17.71921075659907,157.85487123482605,20.74044610339778,229.45685326403498,23.434526532083776,301.05883529324393,26.130833376891424,369.57203285541345,28.58061075049537,438.0852304175829,31.031756874194958,504.1644094302721,33.29022202069354,570.2435884429613,35.54949584697371,634.3544661563415,37.65399559706535,698.4653438697218,39.75892020678973
38,26029999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.412000000000262,11.436280186804316,14.882197517232978,22.872560373608632,15.35241243788892,98.02225315782387,18.33057339519682,173.17194594203912,21.312212944645637,244.38019369023976,23.97677869337503,315.58844143844044,26.643462637559136,383.787311581012,29.070278974928442,451.98618172358346,31.49837812596612,517.8080288295982,33.73844357393891,583.629875935613,35.97924704838373,647.5259143328036,38.068652169337106,711.4219527299942,40.15842355043108
39,25979999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.392000000000177,19.605051748807394,15.19523664542683,39.21010349761479,15.99852163884543,113.84956207343349,18.9374516847155,188.48902064925218,21.879717012388134,259.30353411644455,24.514846736006465,330.1180475836369,27.152006904228223,398.00259030661044,29.555897113716497,465.887133029584,31.961012381592425,531.4516482289243,34.182714673551615,597.0161634282648,36.40511485830537,660.6973625092658,38.47948359055303,724.3785615902668,40.55418951111998
40,25929999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.372000000000009,27.773823310810478,15.505949640738574,55.547646621620956,16.63999079167044,129.6768709890431,19.540163388858076,203.80609535646522,22.44353346924768,274.2268745426493,25.049529192479394,344.64765372883335,27.65747210935497,412.21786903220897,30.03864102501313,479.7880843355846,32.4209812280294,545.0952676282507,34.62446689202595,610.4024509209166,36.828613892560966,673.868810685728,38.88805630558152,737.3351704505394,40.947810010755
41,25879999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.351999999999595,35.942594872813565,15.814367353030358,71.88518974562713,17.276878854002796,145.50417990465272,20.13878412306583,219.1231700636783,23.003753586666917,289.150214968854,25.580933247376453,359.1772598740298,28.159979428668986,426.43314775780743,30.518644288840754,493.6890356415851,32.878428309321144,558.7388870275768,35.06385181428224,623.7887384135684,37.24990123605328,687.0402588621902,39.29453078275284,750.291779310812,41.33944655689419
42,25829999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.332000000000251,44.11136643481664,16.12051763585549,88.22273286963328,17.9092388701169,161.3314888202623,20.73336010945094,234.44024477089135,23.560416541448898,304.0735553950588,26.10909488808882,373.70686601922625,28.65956141369748,440.64842648340596,30.995937825689186,507.58998694758566,33.33338265637438,572.3825064269029,35.500897457598136,637.1750259062202,37.6690036376001,700.2117070386523,39.698932929676396,763.2483881710845,41.72912397721114
43,25779999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.311999999999804,52.280137996819725,16.42442738167425,104.56027599363945,18.537122040232443,177.15879773587193,21.323933623260753,249.75731947810442,24.113555551674978,318.9968958212636,26.634042372374154,388.2364721644227,29.156241285938503,454.8637052090045,31.47054190690245,521.4909382535863,33.78586153804433,586.0261258262291,35.9356192322642,650.5613133988719,38.085934608654924,713.3831552151145,40.101275021480696,776.204997031357,42.11685327782376
44,25729999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.292000000000273,60.448909558822805,16.726122964615136,120.89781911764561,19.160578603549116,192.98610665148155,21.91054596939543,265.0743941853175,24.6632028694316,333.9202362474683,27.155802910761608,402.7660783096192,29.650041157750813,469.078983934603,31.942475612224726,535.3918895595868,34.2358809711075,599.6697452255553,36.36803123931919,663.9476008915237,38.50070631665734,726.5546033915766,40.501567966029384,789.1616058916296,42.50264409569585
45,25679999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.271999999999846,68.61768112082588,17.025630319988604,137.23536224165176,19.77965799483569,208.81341556709117,22.49323784933783,280.39146889253055,25.209390349047574,348.8435766736731,27.674403406177554,417.29568445481567,30.140982927348826,483.2942626602015,32.411757850644584,549.2928408655873,34.68345684784812,613.3133646248814,36.79814747839596,677.3338883841755,38.913330853357486,739.7260515680388,40.8998226100961,802.1182147519021,42.886506023691936
46,25629999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.252000000000079,1.6172563584922772,14.318768640047733,3.2345127169845544,14.385537634674606,78.28694157721652,17.38373751240247,153.33937043744848,20.385386481670118,224.43165530540614,23.065161979129424,295.52394017336377,25.74711843807189,363.59900294161,28.186046523933825,431.6740657098562,30.626340265615625,497.3702989372204,32.876386879790275,563.0665321645846,35.12725199644834,626.8386571246037,37.22509888159316,690.610782084623,39.32338425698776,752.7949794638537,41.29594630171183,814.9791768430845,43.268675530759026
47,25579999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.231999999999628,9.703538150953664,14.631292438403406,19.407076301907328,15.030596976627377,93.95815761115732,17.990198375656814,168.5092389204073,20.95319001735063,239.21361833454247,23.604150666780438,309.91799774867764,26.257183599670714,377.6827725764754,28.67367775117796,445.4475474042731,31.09143109198962,510.8893654199209,33.32346638702228,576.3311834355687,35.55622851394406,639.8906420259111,37.63926722559104,703.4501006162535,39.72266818028258,765.4538262370796,41.68282614193223,827.4575518579057,43.64308767861202
48,25529999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.212000000000222,17.78981994341505,14.941529412660545,35.5796398868301,15.6710972351326,109.62937364509813,18.59215626906631,183.67910740336615,21.516465738240754,253.9955813636788,24.138447940981887,324.3120553239915,26.762414370203455,391.7665422113407,29.156304687061137,459.22102909869,31.551394239139398,524.4084319026215,33.76530250080727,589.5958347065529,35.97989432903075,652.9426269272185,38.048074130434514,716.289419147884,40.116583569432656,778.1126730103056,42.06434763561109,839.9359268727271,44.01218991769634
49,25479999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.19199999999981,25.876101735876436,15.249487410095712,51.75220347175287,16.30705137897555,125.30058967903892,19.189976902866608,198.84897588632498,22.076019297943787,268.7775443928152,24.66927376048505,338.70611289930537,27.264431033819125,405.85031184620607,29.635882271192568,472.9945107931068,32.00847965997225,537.9274983853219,34.204377322077455,602.860485977537,36.40092209781067,665.9946118285256,38.45433195384681,729.1287376795144,40.50804535376385,790.7715197835314,42.4434889027408,852.4143018875485,44.37899134581721
50,25429999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.171999999999601,33.962383528337824,15.55519808793109,67.92476705667565,16.93852008037915,140.97180571297974,19.783780215280274,214.0188443692838,22.632028211039934,283.55950742195154,25.196857605853694,353.10017047461923,27.763511356195608,419.9340814810715,30.11272979347485,486.7679924875237,32.46304349028746,551.4465648680225,34.64107717843444,616.1251372485212,36.81972328311684,679.046596729833,38.858471236574445,741.9680562111449,40.89749810702434,803.4303665567573,42.820703269628055,864.8926769023698,44.743949252947296
51,25379999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.15200000000001,42.04866532079921,15.858689644805459,84.09733064159842,17.565557167838662,156.64302174692054,20.373621414584793,229.18871285224265,23.184548668832388,298.34147045108784,25.721259251006654,367.4942280499331,28.25971806810308,434.0178511159369,30.586913692822996,500.5414741819406,32.91515513384088,564.965631350723,35.07547441698775,629.3897885195054,37.23637239139698,692.0985816311404,39.260568306529365,754.8073747427754,41.28501920458837,816.0892133299833,43.19606871572601,877.3710519171912,45.107141491219615
52,25329999.99999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.131999999999506,50.134947113260594,16.159988422220195,100.26989422652119,18.18821282909428,172.31423778086133,20.95954346202547,244.35858133520148,23.73361624158175,313.1234334802242,26.242510620818248,381.8882856252469,28.753079302767993,448.10162075080217,31.05846015133299,514.3149558763574,33.36483868028374,578.4846978334235,35.507591990105716,642.6544397904895,37.650891101166984,705.1505665324478,39.660644079295395,767.646693274406,41.670628669767254,828.7480601032091,43.56960465013089,889.8494269320124,45.46858673586155
