model_scenario_number,model_run,model_error,well,computational_time,C0,C1,C2,C3,NcompactionIterations,ahe_method,alpha,annealing_equation,annealing_kinetic_param,annealing_kinetics_values,auto_calibrate_VR,binsize,calculate_thermochron_for_all_nodes,contour_variable,correct_exhumation_duration,csv_save_interval,datafile_output_dir,decay_constant_232Th,decay_constant_235U,decay_constant_238U,exhumation_duration_factor,exhumation_period_ends,exhumation_period_starts,exhumation_segment_factor,exhumed_strat_units,exhumed_thicknesses,fig_adj,gof_weights,heatflow_ages,heatflow_history,log_tT_paths,make_model_data_fig,max_decompaction_error,max_hf_timestep,max_thickness,original_thicknesses,output_dir,provenance_start_temp,provenance_time_nt,resample_timesteps,save_model_run_data,show_strat_column,show_thermochron_data,simulate_AFT,simulate_He,simulate_VR,simulate_salinity,two_stage_exhumation,use_caxis_correction,use_strat_map_input,vr_unc_sigma,wells,well,T_gof,vr_gof,aft_age_gof,aft_age_error,he_gof,he_error,mean_gof,resetting_depth_model_min,resetting_depth_model_max,resetting_depth_data_min,non-resetting_depth_data_max,max_temperature,max_present_temperature,max_depth,vr_surface,vr_bottom,aft_age_surface_min,aft_age_surface_max,aft_age_bottom_min,aft_age_bottom_max,full_resetting_depth_aft_model_min,full_resetting_depth_aft_model_max,full_resetting_T_aft_model_min,partial_resetting_depth_aft_model_min,partial_resetting_depth_aft_model_max,vr_rmse,start_exhumation_phase_0,end_exhumation_phase_0,mean_cooling_exhumation_phase_0,min_cooling_exhumation_phase_0,max_cooling_exhumation_phase_0,exhumed_thicknesses_0
73,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.086 0.086],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6433449062929336,0.6750043701885534,172.37006987707878,,,,,,,,95.58043545502017,94.95344154973287,2205.195045020053,0.21133750464650009,0.6661428244577554,196.29296375126341,439.10830777786384,40.24013163219614,305.51281834946917,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.07087632295067058,90.0,65.5,35.55807854667956,35.54848338650051,35.584398632690025,750.0
74,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.088 0.088],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6458571687813315,0.6820143484459603,168.52563700257616,,,,,,,,97.29333749108366,96.93899653374632,2205.195045020053,0.2113375046464922,0.6789881109459959,196.2929637512634,439.108307777864,33.483588227595924,292.3532743722426,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.06987384265163384,90.0,65.5,36.35154084833743,36.34173092980844,36.3784500295357,750.0
75,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[750.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.09 0.09],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6495131966540996,0.69074964924089,166.5029514283823,,,,,,,,99.00623952712158,98.9245515177687,2205.195045020053,0.2113375046464933,0.6926629164107649,196.29296375126324,439.1083077778639,26.875609292316366,278.81068612292273,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0692908658006091,90.0,65.5,37.145003149980006,37.134978473099935,37.17250142637087,750.0
76,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.054 0.054],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5258578110984276,0.4071426812014226,228.25609134792603,,,,,,,,72.40888133366803,63.18456180544727,2205.1950450200534,0.21133750464650847,0.5025033037280281,196.29296375126336,439.10830777786447,201.56839050396192,375.64819202107947,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09522866511944034,90.0,65.5,29.15217496850296,29.145585890207705,29.16971127401206,1000.0
77,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5414714688548976,0.41346577580948185,225.32783096720732,,,,,,,,74.27130921331691,65.17011678946079,2205.1950450200534,0.21133750464649556,0.5125984465753051,196.29296375126316,439.10830777786384,189.0090818087449,371.8529303369335,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09284908919703976,90.0,65.5,30.170248504997332,30.16342781799355,30.188401219501845,1000.0
78,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.5548583883476648,0.4221675883883571,222.22661220268046,,,,,,,,76.13374447341113,67.15567177348103,2205.1950450200534,0.21133750464649628,0.5226818477975401,196.29296375126327,439.108307777864,175.47832496552826,367.9297655267845,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.09083559397522235,90.0,65.5,31.188322041494153,31.18126974578368,31.20709116499061,1000.0
79,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5614380970312766,0.4354708395287369,218.57748837082,,,,,,,,77.99617973346511,69.1412267575005,2205.1950450200534,0.2113375046464959,0.5343713229447843,196.29296375126327,439.1083077778638,161.09348684711577,363.87450601101233,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08903803516773828,90.0,65.5,32.206395577964464,32.199111673550945,32.22578111043677,1000.0
80,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.062 0.062],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.56760068164436,0.4540728669762789,214.01670295396798,,,,,,,,79.85862236489571,71.12678174151691,2205.1950450200534,0.2113375046464986,0.5485297892668114,196.29296375126327,439.10830777786396,145.98677961107808,359.6826870363406,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08730553001513983,90.0,65.5,33.22446911445833,33.21695360133639,33.24447105592857,1000.0
81,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.064 0.064],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5769052257628788,0.47971054136175423,209.15045170754638,,,,,,,,81.7210734213327,73.11233672553412,2205.1950450200534,0.21133750464649467,0.5650184520896447,196.29296375126344,439.1083077778639,130.3484787500191,355.34955214969875,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0855384335746874,90.0,65.5,34.24254265094809,34.234795529116,34.26316100141432,1000.0
82,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.066 0.066],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.58946665501839,0.5071860041667333,204.02788780654416,,,,,,,,83.58352447777854,75.09789170955139,2205.1950450200534,0.21133750464649284,0.582817847741545,196.29296375126341,439.1083077778639,114.51147084966578,350.87003146882256,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.08371633260918729,90.0,65.5,35.26061618745101,35.25263745691424,35.281850946899496,1000.0
83,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.068 0.068],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6048936185174827,0.537509834290778,198.71791079890383,,,,,,,,85.44597575135613,77.08344669357392,2205.1950450200534,0.21133750464649811,0.6002163234595398,196.29296375126336,439.10830777786384,99.16873997293216,346.2387164508385,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08189788737002143,90.0,65.5,36.27868972393389,36.27047938468658,36.300540892385186,1000.0
84,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.07 0.07],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6189198403091837,0.5690638836819181,193.34447321266532,,,,,,,,87.30844105109942,79.06900167758967,2205.1950450200534,0.21133750464649045,0.6154210715648527,196.29296375126336,439.10830777786396,86.09801714396525,341.4498307354744,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.080200689297546,90.0,65.5,37.29676326041678,37.28832131246264,37.3192308378571,1000.0
85,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.072 0.072],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.6195332140760452,0.6048463041054756,188.18638181050574,,,,,,,,89.17090635082185,81.05455666161222,2205.1950450200534,0.2113375046465013,0.6276238355293494,196.29296375126333,439.10830777786435,80.15121783084432,336.49719649813227,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.07877226441771927,90.0,65.5,38.314836796903045,38.306163240242405,38.337920783331526,1000.0
86,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.074 0.074],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.619912216670101,0.6338698710926872,184.19805584170567,,,,,,,,91.03337165056534,83.04011164563174,2205.1950450200534,0.21133750464649656,0.6376874796244166,196.29296375126341,439.1083077778643,75.19338927706363,331.37419559343437,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.07776062398583411,90.0,65.5,39.332910333407746,39.32400516804008,39.356610728830546,1000.0
87,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.076 0.076],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.6666666666666666,0.6214253656604228,0.651647742683952,180.5665420850675,,,,,,,,92.89583935838803,85.02566662964732,2205.1950450200534,0.21133750464649909,0.6475332221226516,196.29296375126347,439.1083077778643,70.9333453434893,332.0231094583554,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.07729006812983841,90.0,65.5,40.350983869883926,40.34184709580262,40.37530067431206,1000.0
88,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.078 0.078],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.623112204174041,0.6615786888531963,177.0589919405117,,,,,,,,94.75831750104105,87.01122161366514,2205.1950450200534,0.21133750464649448,0.6587333155109484,196.29296375126347,439.10830777786435,67.63780127532044,318.8862804174092,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.07744421182995469,90.0,65.5,41.369057406378445,41.359689023594456,41.393990619786116,1000.0
89,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.08 0.08],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.6197164264780206,0.6704586472049037,173.80444787975827,,,,,,,,96.62079564367309,88.99677659768741,2205.1950450200534,0.21133750464649692,0.6717730496210131,196.29296375126336,439.10830777786447,62.25463896038098,305.1735997196173,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0782571955155714,90.0,65.5,42.38713094287253,42.37753095138078,42.412680565271906,1000.0
90,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.082 0.082],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.605948841428554,0.6801576594863776,170.67758251401935,,,,,,,,98.48327378632216,90.98233158170558,2205.1950450200534,0.21133750464649767,0.686230910050486,196.29296375126327,439.10830777786424,56.471315235931264,290.9808688271224,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0797180151312632,90.0,65.5,43.405204479368976,43.395372879169194,43.43137051076506,1000.0
91,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.084 0.084],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5897923282845196,0.6834797429484497,170.90177736648394,,,,,,,,100.34575192894953,92.96788656572284,2205.1950450200534,0.21133750464649764,0.7011257690808312,196.2929637512635,439.10830777786384,50.57134694313122,276.41697157718295,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08179107402553686,90.0,65.5,44.423278015850016,44.41321480694284,44.45006045623414,1000.0
92,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.086 0.086],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5748357282815321,0.6851692810895642,171.68743150155004,,,,,,,,102.20824098465023,94.95344154973915,2205.1950450200534,0.2113375046464931,0.7152972563786315,196.2929637512634,439.10830777786435,44.615239934966795,261.58008209949503,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.0844434474501095,90.0,65.5,45.44135155235155,45.43105673473272,45.46875040174225,1000.0
93,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.088 0.088],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5581803653529086,0.6842643763549029,172.63594798629015,,,,,,,,104.07073070749425,96.93899653375789,2205.1950450200534,0.21133750464649656,0.728021564927865,196.29296375126358,439.10830777786424,38.570207397224934,246.55140103938132,-99999.9,-99999.9,-99999.9,1238.5967753137948,2205.1950450200534,0.0876590814953338,90.0,65.5,46.45942508883003,46.44889866250851,46.48744034720099,1000.0
94,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1000.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.09 0.09],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,1.0,0.5315350762163633,0.6836651333140816,173.70427377910647,,,,,,,,105.933220430387,98.92455151777162,2205.1950450200534,0.2113375046464852,0.7395987831517724,196.2929637512631,439.1083077778643,32.45366280943339,231.4132062609533,-99999.9,-99999.9,-99999.9,1238.5967753137948,2151.745176290937,0.09142654163174581,90.0,65.5,47.47749862530268,47.466740590272536,47.50613029266837,1000.0
95,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.054 0.054],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5462191087959002,0.4248010397173994,221.47727800725525,,,,,,,,76.80350834124361,63.133269700114084,2216.59583735788,0.2113375046464895,0.5261010747624891,196.2929637512634,439.1083077778639,175.03954098152127,368.5955444222716,-99999.9,-99999.9,-99999.9,1238.596775313795,-99999.9,0.0899640344418893,90.0,65.5,35.11306828146967,35.10621466605716,35.13089046854458,1250.0
96,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.056 0.056],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.0,0.5574214614951878,0.4424597723482508,216.67546843161557,,,,,,,,78.82026163072183,65.11663267040406,2216.59583735788,0.21133750464649814,0.5396708012609592,196.2929637512636,439.108307777864,159.49866466417194,364.25929742790083,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08815446502038445,90.0,65.5,36.3426068627856,36.33551115049895,36.3610586012595,1250.0
97,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.058 0.058],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.16666666666666666,0.5727466247144777,0.466731221885537,211.5007670777058,,,,,,,,80.83701757682333,67.09999564069854,2216.59583735788,0.21133750464650222,0.5561871805386862,196.29296375126336,439.10830777786384,143.20605792516253,359.76622181307323,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08632425269997426,90.0,65.5,37.57214544410006,37.56480763494054,37.591226733973215,1250.0
98,,,KDK-01,,0.39528,0.01073,-65.12969,-7.91715,5,Farley2000,0.04672,FC,Clwt,[0.0001 0.02  ],False,0.25,True,temperature,True,1,model_output/without_anomalies/thermal_history_datafiles,1.57e-18,3.12e-17,4.916e-18,0.5,[65.],[90.],0.5,[['ATBRM']],[1250.],['png'],"[0.3333333333333333, 0.3333333333333333, 0.3333333333333333, 0.3333333333333333]",[  0. 300.],[0.06 0.06],True,True,0.01,10000.0,100.0,[[1200.0]],model_output/without_anomalies,120.0,100,10,True,False,True,True,False,True,False,False,False,False,0.1,['KDK-01'],KDK-01,0.3333333333333333,0.5913082640207503,0.49805476888383077,206.0079707167576,,,,,,,,82.85377705674154,69.0833586109785,2216.59583735788,0.21133750464649448,0.574970245991672,196.29296375126367,439.10830777786396,126.45512991057835,355.11038988334974,-99999.9,-99999.9,-99999.9,1238.5967753137948,-99999.9,0.08465689434197944,90.0,65.5,38.801684025417316,38.79410411938194,38.82139486669848,1250.0
